StringtieGene	honeybee.GeneName	dmel.symbol
MSTRG.8172	LOC409388	Rab18
MSTRG.8173	LOC409433	CG9135
MSTRG.8174	LOC412318	CG12795
MSTRG.8175	LOC107964022	RanBPM
MSTRG.8176	LOC102655064	/
MSTRG.8177	/	/
MSTRG.8178	LOC102656465	Galphao
MSTRG.8179	/	/
MSTRG.818	LOC107964507	Mvd
MSTRG.8180	LOC100576187	sip3
MSTRG.8181	LOC102655120	Hnf4
MSTRG.8182	LOC107965817	Psf3
MSTRG.8183	/	/
MSTRG.8184	LOC727568	Dad1
MSTRG.8185	LOC551305	cbc
MSTRG.8186	LOC725598	CG17122
MSTRG.8187	LOC726444	NTPase
MSTRG.8188	LOC107965827	Aven
MSTRG.8189	LOC113218991	CG5254
MSTRG.819	LOC413025	Pxn
MSTRG.8190	/	/
MSTRG.8191	LOC107965829	/
MSTRG.8192	LOC113219005	Baldspot
MSTRG.8193	LOC113218983	CG7006
MSTRG.8194	LOC100576085	Rab8
MSTRG.8195	LOC409281	Hrd3
MSTRG.8196	/	/
MSTRG.8197	LOC725031	Baldspot
MSTRG.8198	Grp	TwdlT
MSTRG.8199	/	TwdlE
MSTRG.82	LOC102654047	/
MSTRG.820	/	/
MSTRG.8200	/	/
MSTRG.8201	/	/
MSTRG.8202	/	/
MSTRG.8203	LOC107965793	/
MSTRG.8204	LOC412679	vimar
MSTRG.8205	LOC412665	CG12769
MSTRG.8206	/	/
MSTRG.8207	LOC102654952	Lip4
MSTRG.8208	/	CG31871
MSTRG.8209	Rep	Rep
MSTRG.821	LOC102656318	/
MSTRG.8210	LOC552066	CG3270
MSTRG.8211	LOC409586	ND-B22
MSTRG.8212	/	Ravus
MSTRG.8213	LOC552484	CG13204
MSTRG.8214	LOC727592	CG4558
MSTRG.8215	LOC409411	stas
MSTRG.8216	LOC726958	wgn
MSTRG.8217	Amel_8916	CG8916
MSTRG.8218	LCCH3	Lcch3
MSTRG.8219	/	/
MSTRG.822	/	/
MSTRG.8220	/	/
MSTRG.8221	/	/
MSTRG.8222	/	/
MSTRG.8223	/	/
MSTRG.8224	/	/
MSTRG.8225	LOC727210	mtSSB
MSTRG.8226	LOC100576369	aop
MSTRG.8227	/	/
MSTRG.8228	LOC107965007	/
MSTRG.8229	/	/
MSTRG.823	LOC107964511	/
MSTRG.8230	LOC551554	CG4069
MSTRG.8231	LOC551576	Exo70
MSTRG.8232	LOC412647	Septin4
MSTRG.8233	LOC727153	Fbp
MSTRG.8234	LOC727157	resilin
MSTRG.8235	LOC102654498	dpa
MSTRG.8236	LOC409741	RhoGDI
MSTRG.8237	LOC552273	CG2246
MSTRG.8238	LOC725807	AP-2sigma
MSTRG.8239	LOC102656492	CG34124
MSTRG.824	LOC100578631	CG7879
MSTRG.8240	LOC550692	Tbp
MSTRG.8241	LOC551097	Mtr3
MSTRG.8242	LOC100576348	/
MSTRG.8243	LOC107965832	CG10960
MSTRG.8244	LOC100576439	nebu
MSTRG.8245	LOC102656685	mRpL42
MSTRG.8246	LOC412510	CG8679
MSTRG.8247	LOC100576436	Ntmt
MSTRG.8248	LOC411960	CG2202
MSTRG.8249	LOC551445	Hs2st
MSTRG.825	LOC552140	Cpsf5
MSTRG.8250	LOC727599	ND-18
MSTRG.8251	/	/
MSTRG.8252	/	/
MSTRG.8253	/	/
MSTRG.8254	LOC411653	NaCP60E
MSTRG.8255	LOC725558	St3
MSTRG.8256	LOC412446	CG1951
MSTRG.8257	LOC551433	gogo
MSTRG.8258	/	/
MSTRG.8259	LOC409144	ClC-c
MSTRG.826	LOC408592	t
MSTRG.8260	LOC725563	CG6867
MSTRG.8261	LOC413984	Psc
MSTRG.8262	LOC113218977	l(3)73Ah
MSTRG.8263	LOC100578763	/
MSTRG.8264	/	/
MSTRG.8265	/	/
MSTRG.8266	LOC100576170	/
MSTRG.8267	/	/
MSTRG.8268	/	/
MSTRG.8269	LOC100578428	Lsd-2
MSTRG.827	LOC410726	CG15141
MSTRG.8270	LOC102656849	/
MSTRG.8271	LOC412787	CG7218
MSTRG.8272	LOC113218985	/
MSTRG.8273	LOC102656780	CG7218
MSTRG.8274	/	/
MSTRG.8275	LOC726239	Lipt2
MSTRG.8276	/	/
MSTRG.8277	LOC413692	Fem-1
MSTRG.8278	LOC550940	pea
MSTRG.8279	LOC727278	Epg5
MSTRG.828	LOC725494	su(Hw)
MSTRG.8280	LOC412688	CG1785
MSTRG.8281	LOC726367	CG9886
MSTRG.8282	/	/
MSTRG.8283	LOC413382	SKIP
MSTRG.8284	/	/
MSTRG.8285	/	/
MSTRG.8286	LOC113218975	/
MSTRG.8287	/	/
MSTRG.8288	LOC552326	CG33511
MSTRG.8289	LOC409465	Lsd-1
MSTRG.829	LOC408594	trio
MSTRG.8290	LOC552228	ATP6AP2
MSTRG.8291	LOC727630	Vha100-1
MSTRG.8292	LOC100576220	ro
MSTRG.8293	LOC412011	mAChR-B
MSTRG.8294	/	/
MSTRG.8295	/	/
MSTRG.8296	Gpdh	Gpdh1
MSTRG.8297	LOC726662	Prx6c
MSTRG.8298	LOC100576261	CG42726
MSTRG.8299	LOC413994	slo
MSTRG.83	LOC107965716	/
MSTRG.830	/	/
MSTRG.8300	/	/
MSTRG.8301	LOC113219002	ash2
MSTRG.8302	LOC551959	CG31126
MSTRG.8303	LOC724177	CG11791
MSTRG.8304	/	/
MSTRG.8305	LOC102654076	/
MSTRG.8306	LOC113219024	/
MSTRG.8307	LOC113219023	/
MSTRG.8308	LOC552027	Hrb87F
MSTRG.8309	/	/
MSTRG.831	LOC410727	mRpL38
MSTRG.8310	LOC551227	/
MSTRG.8311	LOC113219006	CG4914
MSTRG.8312	/	/
MSTRG.8313	/	/
MSTRG.8314	LOC413555	CG17839
MSTRG.8315	/	/
MSTRG.8316	LOC413274	Gyc89Db
MSTRG.8317	LOC411358	CG18735
MSTRG.8318	LOC724787	CG31064
MSTRG.8319	/	/
MSTRG.832	LOC725649	/
MSTRG.8320	LOC725264	beat-IIa
MSTRG.8321	/	/
MSTRG.8322	LOC411936	Pfdn5
MSTRG.8323	LOC724936	Atg16
MSTRG.8324	/	/
MSTRG.8325	TRNAR-CCU	/
MSTRG.8326	Mir6051	/
MSTRG.8327	LOC413256	neo
MSTRG.8328	Mir3748	/
MSTRG.8329	Mir3749	/
MSTRG.833	LOC408595	hig
MSTRG.8330	/	/
MSTRG.8331	LOC411347	CASK
MSTRG.8332	/	/
MSTRG.8333	Mir3750	/
MSTRG.8334	LOC113219016	/
MSTRG.8335	LOC100576864	Karl
MSTRG.8336	LOC411345	DIP-kappa
MSTRG.8337	/	/
MSTRG.8338	/	/
MSTRG.8339	LOC113219020	/
MSTRG.834	LOC552067	/
MSTRG.8340	LOC102656350	/
MSTRG.8341	LOC102656483	/
MSTRG.8342	/	/
MSTRG.8343	LOC100578430	/
MSTRG.8344	LOC724356	qin
MSTRG.8345	LOC102655639	CG14304
MSTRG.8346	LOC113219017	/
MSTRG.8347	/	/
MSTRG.8348	/	/
MSTRG.8349	LOC107964981	CG14301
MSTRG.835	LOC726014	CG4911
MSTRG.8350	LOC550924	CstF64
MSTRG.8351	LOC100578726	/
MSTRG.8352	LOC412467	CG11089
MSTRG.8353	LOC550684	Unc50
MSTRG.8354	LOC102654691	eIF1
MSTRG.8355	LOC411477	ArfGAP1
MSTRG.8356	LOC100578713	/
MSTRG.8357	/	/
MSTRG.8358	LOC411476	Larp4B
MSTRG.8359	/	/
MSTRG.836	/	/
MSTRG.8360	/	/
MSTRG.8361	LOC411344	Fas1
MSTRG.8362	LOC100577998	Orc3
MSTRG.8363	LOC102654579	/
MSTRG.8364	LOC113218978	/
MSTRG.8365	LOC102654439	/
MSTRG.8366	LOC107964939	/
MSTRG.8367	LOC409024	tmod
MSTRG.8368	/	/
MSTRG.8369	LOC102653713	/
MSTRG.837	LOC552039	CG2004
MSTRG.8370	LOC113218979	/
MSTRG.8371	LOC409023	CG11334
MSTRG.8372	LOC113218980	fru
MSTRG.8373	/	/
MSTRG.8374	/	/
MSTRG.8375	/	/
MSTRG.8376	LOC100577988	/
MSTRG.8377	LOC552476	Vha14-1
MSTRG.8378	LOC113219008	gb
MSTRG.8379	LOC726608	CG15439
MSTRG.838	LOC726060	Bsg
MSTRG.8380	LOC726626	CG1750
MSTRG.8381	LOC552386	CIAPIN1
MSTRG.8382	LOC552401	cue
MSTRG.8383	LOC552414	Dab
MSTRG.8384	LOC724315	fd59A
MSTRG.8385	/	/
MSTRG.8386	LOC552433	CG1824
MSTRG.8387	LOC726642	rad50
MSTRG.8388	LOC724873	Rab7
MSTRG.8389	/	/
MSTRG.839	/	/
MSTRG.8390	LOC102655174	/
MSTRG.8391	LOC107964964	/
MSTRG.8392	/	/
MSTRG.8393	LOC412091	AdamTS-A
MSTRG.8394	LOC724718	ry
MSTRG.8395	LOC552462	bisc
MSTRG.8396	LOC102655945	CG32813
MSTRG.8397	LOC107964958	nompA
MSTRG.8398	LOC409020	Patj
MSTRG.8399	LOC102656198	/
MSTRG.84	LOC551678	ReepB
MSTRG.840	LOC107964502	/
MSTRG.8400	/	/
MSTRG.8401	/	/
MSTRG.8402	LOC100576640	Traf6
MSTRG.8403	LOC107964959	/
MSTRG.8404	LOC100576679	CG12994
MSTRG.8405	/	/
MSTRG.8406	/	/
MSTRG.8407	/	/
MSTRG.8408	LOC100576876	Acsl
MSTRG.8409	/	/
MSTRG.841	LOC552118	GstO3
MSTRG.8410	LOC552217	CG8927
MSTRG.8411	LOC409019	/
MSTRG.8412	LOC726137	msl-3
MSTRG.8413	/	/
MSTRG.8414	Para	para
MSTRG.8415	LOC100578608	para
MSTRG.8416	LOC100577999	para
MSTRG.8417	LOC113218998	para
MSTRG.8418	/	/
MSTRG.8419	LOC102656759	/
MSTRG.842	LOC552094	simj
MSTRG.8420	LOC113218999	/
MSTRG.8421	LOC726213	/
MSTRG.8422	Mir2765	/
MSTRG.8423	LOC412155	Fbw5
MSTRG.8424	LOC102653793	CG10877
MSTRG.8425	LOC726029	CG14414
MSTRG.8426	LOC411924	mRpS25
MSTRG.8427	LOC411923	AlaRS
MSTRG.8428	LOC411922	CG13390
MSTRG.8429	LOC413030	Kua
MSTRG.843	/	/
MSTRG.8430	/	/
MSTRG.8431	LOC409696	Spf45
MSTRG.8432	LOC113219009	Vti1b
MSTRG.8433	LOC551972	Alg2
MSTRG.8434	LOC725076	CNBP
MSTRG.8435	/	/
MSTRG.8436	LOC411879	Wdr82
MSTRG.8437	LOC725136	AspRS-m
MSTRG.8438	LOC113218570	Hel25E
MSTRG.8439	LOC409249	cnk
MSTRG.844	LOC410725	nahoda
MSTRG.8440	/	/
MSTRG.8441	LOC412961	BicD
MSTRG.8442	/	/
MSTRG.8443	/	/
MSTRG.8444	LOC726981	Jhbp3
MSTRG.8445	/	/
MSTRG.8446	LOC102656101	CG10407
MSTRG.8447	LOC552773	CG14661
MSTRG.8448	LOC409602	Jhbp14
MSTRG.8449	LOC102655890	Jhbp1
MSTRG.845	LOC410724	pk
MSTRG.8450	/	CG1124
MSTRG.8451	LOC100577064	Jhbp16
MSTRG.8452	LOC412767	Jhbp2
MSTRG.8453	/	/
MSTRG.8454	/	/
MSTRG.8455	LOC727010	CG14661
MSTRG.8456	/	/
MSTRG.8457	/	/
MSTRG.8458	LOC102654750	/
MSTRG.8459	LOC113218982	Ptp36E
MSTRG.846	/	esn
MSTRG.8460	/	/
MSTRG.8461	LOC725595	Vps16B
MSTRG.8462	LOC411371	Eb1
MSTRG.8463	/	/
MSTRG.8464	LOC100576271	Jabba
MSTRG.8465	LOC113219019	/
MSTRG.8466	LOC725671	vnd
MSTRG.8467	LOC107964990	/
MSTRG.8468	LOC409805	Mf
MSTRG.8469	LOC409804	flw
MSTRG.847	/	/
MSTRG.8470	LOC113219018	/
MSTRG.8471	Mir11	/
MSTRG.8472	/	Archease
MSTRG.8473	LOC100576902	/
MSTRG.8474	LOC727021	Jhbp5
MSTRG.8475	LOC727028	CG10264
MSTRG.8476	/	/
MSTRG.8477	LOC412764	Vmat
MSTRG.8478	LOC412763	Corin
MSTRG.8479	/	/
MSTRG.848	/	/
MSTRG.8480	LOC409599	RpL35A
MSTRG.8481	LOC102656311	DCTN3-p24
MSTRG.8482	LOC412762	Hs6st
MSTRG.8483	/	/
MSTRG.8484	LOC409600	CG7785
MSTRG.8485	/	/
MSTRG.8486	/	RpL35A
MSTRG.8487	LOC100577266	/
MSTRG.8488	/	/
MSTRG.8489	NLG-5	Nlg3
MSTRG.849	LOC100578016	/
MSTRG.8490	/	/
MSTRG.8491	LOC408391	AP-1mu
MSTRG.8492	/	/
MSTRG.8493	LOC411833	La
MSTRG.8494	LOC113219022	/
MSTRG.8495	LOC411832	Tctp
MSTRG.8496	Usp	usp
MSTRG.8497	/	/
MSTRG.8498	LOC102653834	/
MSTRG.8499	LOC102653672	/
MSTRG.85	TRNAQ-CUG	/
MSTRG.850	/	/
MSTRG.8500	LOC409262	CG5274
MSTRG.8501	LOC724267	CG9107
MSTRG.8502	LOC100577252	CG9304
MSTRG.8503	LOC724451	Alr
MSTRG.8504	LOC724357	/
MSTRG.8505	LOC102655244	NSD
MSTRG.8506	LOC552341	Naa30A
MSTRG.8507	LOC100577561	Asciz
MSTRG.8508	/	/
MSTRG.8509	LOC107964976	SPoCk
MSTRG.851	LOC100578057	/
MSTRG.8510	B-gluc1	GNBP3
MSTRG.8511	LOC107964975	/
MSTRG.8512	/	GNBP2
MSTRG.8513	LOC107964998	MCPH1
MSTRG.8514	LOC409310	Tmem63
MSTRG.8515	LOC726197	Atg101
MSTRG.8516	LOC100577358	Dnaaf3
MSTRG.8517	LOC413821	Sap130
MSTRG.8518	Mir279d	CG5026
MSTRG.8519	/	/
MSTRG.852	LOC100578133	/
MSTRG.8520	LOC412880	CG5026
MSTRG.8521	LOC102654791	Zmynd8
MSTRG.8522	Rps8	RpS8
MSTRG.8523	LOC412276	CG8768
MSTRG.8524	LOC552403	MED10
MSTRG.8525	LOC725178	Hexo1
MSTRG.8526	LOC552216	Ac76E
MSTRG.8527	/	E(z)
MSTRG.8528	LOC552235	E(z)
MSTRG.8529	LOC411340	firl
MSTRG.853	LOC100578184	/
MSTRG.8530	LOC100577440	/
MSTRG.8531	LOC725026	firl
MSTRG.8532	LOC724937	Nab2
MSTRG.8533	LOC113218989	/
MSTRG.8534	LOC724895	Gug
MSTRG.8535	/	/
MSTRG.8536	LOC411338	Oseg4
MSTRG.8537	/	/
MSTRG.8538	LOC724663	CG7457
MSTRG.8539	LOC406152	Jheh2
MSTRG.854	LOC107965530	/
MSTRG.8540	LOC552442	Trs23
MSTRG.8541	LOC725227	/
MSTRG.8542	LOC411447	lace
MSTRG.8543	LOC552245	eco
MSTRG.8544	LOC411450	CG7878
MSTRG.8545	LOC102656074	Glyp
MSTRG.8546	LOC113218539	galectin
MSTRG.8547	/	/
MSTRG.8548	LOC725486	CG31759
MSTRG.8549	LOC100579026	CG15269
MSTRG.855	LOC100577891	/
MSTRG.8550	Cox6b1	CG18809
MSTRG.8551	LOC552289	Rox8
MSTRG.8552	/	/
MSTRG.8553	LOC412025	Acadvl
MSTRG.8554	LOC409320	CG3793
MSTRG.8555	LOC725596	CG6700
MSTRG.8556	LOC412714	Syn2
MSTRG.8557	/	/
MSTRG.8558	LOC102656893	CG7943
MSTRG.8559	LOC552421	Gyg
MSTRG.856	LOC550948	Taz
MSTRG.8560	LOC551523	Ak2
MSTRG.8561	LOC113218987	CG30440
MSTRG.8562	/	/
MSTRG.8563	LOC409279	Cul4
MSTRG.8564	/	/
MSTRG.8565	LOC412784	CG7791
MSTRG.8566	LOC725938	HDAC6
MSTRG.8567	LOC726077	mle
MSTRG.8568	LOC551642	PIG-Z
MSTRG.8569	LOC726030	Tmem214
MSTRG.857	LOC408591	CG8726
MSTRG.8570	LOC411837	CG33303
MSTRG.8571	/	CG33303
MSTRG.8572	LOC411336	sha
MSTRG.8573	LOC726167	CG13510
MSTRG.8574	TRNAE-CUC	/
MSTRG.8575	TRNAL-CAA	/
MSTRG.8576	TRNAV-CAC	/
MSTRG.8577	LOC552173	cos
MSTRG.8578	nAChRa2	nAChRalpha2
MSTRG.8579	/	/
MSTRG.858	LOC102656752	/
MSTRG.8580	/	/
MSTRG.8581	nAChRa1	nAChRalpha1
MSTRG.8582	/	/
MSTRG.8583	/	/
MSTRG.8584	/	/
MSTRG.8585	LOC100578323	CG9981
MSTRG.8586	LOC413768	CG33791
MSTRG.8587	LOC100576702	CG13616
MSTRG.8588	LOC726288	CG17782
MSTRG.8589	LOC107963974	CG14826
MSTRG.859	LOC412613	Mat1
MSTRG.8590	LOC100576935	CG13613
MSTRG.8591	LOC410062	CG8026
MSTRG.8592	LOC107963984	CG34184
MSTRG.8593	LOC100578227	CG34443
MSTRG.8594	LOC551880	CG6236
MSTRG.8595	LOC726515	/
MSTRG.8596	LOC413917	Alg9
MSTRG.8597	LOC409017	CG5828
MSTRG.8598	/	/
MSTRG.8599	/	/
MSTRG.86	LOC726886	CG34370
MSTRG.860	LOC409546	dpr21
MSTRG.8600	LOC100577151	/
MSTRG.8601	LOC409016	CG32032
MSTRG.8602	/	/
MSTRG.8603	/	/
MSTRG.8604	LOC102655900	Chrac-16
MSTRG.8605	LOC102656006	Muted
MSTRG.8606	LOC411335	CG7071
MSTRG.8607	LOC409015	eEF1delta
MSTRG.8608	LOC100577409	Oatp74D
MSTRG.8609	LOC113219015	mRpL36
MSTRG.861	LOC102656558	/
MSTRG.8610	LOC409011	ClpP
MSTRG.8611	LOC551265	lft
MSTRG.8612	LOC102656497	CG2256
MSTRG.8613	LOC113218976	/
MSTRG.8614	/	/
MSTRG.8615	LOC726629	/
MSTRG.8616	/	/
MSTRG.8617	LOC100577667	Hexo2
MSTRG.8618	LOC102656409	/
MSTRG.8619	/	/
MSTRG.862	LOC551354	Sec8
MSTRG.8620	LOC726750	/
MSTRG.8621	/	/
MSTRG.8622	LOC113218571	/
MSTRG.8623	LOC100578512	/
MSTRG.8624	LOC113219000	/
MSTRG.8625	LOC726796	/
MSTRG.8626	LOC113219011	/
MSTRG.8627	LOC113219012	/
MSTRG.8628	LOC113218988	/
MSTRG.8629	LOC102653673	/
MSTRG.863	LOC551415	Ciao1
MSTRG.8630	LOC100859932	brp
MSTRG.8631	LOC411326	CycE
MSTRG.8632	LOC409010	mi
MSTRG.8633	LOC726941	Abca3
MSTRG.8634	LOC726950	Cpr60D
MSTRG.8635	LOC102654316	/
MSTRG.8636	LOC409004	Rab6
MSTRG.8637	NLG-3	Nlg3
MSTRG.8638	LOC100578354	Nlg3
MSTRG.8639	LOC724358	Nlg1
MSTRG.864	LOC411965	TfIIB
MSTRG.8640	NLG-4	Nlg4
MSTRG.8641	LOC100578400	/
MSTRG.8642	/	/
MSTRG.8643	/	/
MSTRG.8644	LOC724521	/
MSTRG.8645	/	/
MSTRG.8646	LOC551922	Npc2a
MSTRG.8647	LOC411320	ssh
MSTRG.8648	LOC100578625	/
MSTRG.8649	/	/
MSTRG.865	/	/
MSTRG.8650	/	/
MSTRG.8651	/	/
MSTRG.8652	LOC409002	/
MSTRG.8653	/	/
MSTRG.8654	LOC100642173	/
MSTRG.8655	/	/
MSTRG.8656	LOC411317	C901
MSTRG.8657	/	C901
MSTRG.8658	/	C901
MSTRG.8659	LOC107965854	/
MSTRG.866	LOC100577336	Rchy1
MSTRG.8660	LOC113219013	/
MSTRG.8661	LOC409007	HnRNP-K
MSTRG.8662	LOC102654874	/
MSTRG.8663	/	/
MSTRG.8664	/	/
MSTRG.8665	LOC726860	Cyt-b5
MSTRG.8666	LOC726850	Cyt-b5
MSTRG.8667	Mir7	/
MSTRG.8668	LOC409006	krz
MSTRG.8669	5-HT2alpha	5-HT2A
MSTRG.867	LOC409733	Myb
MSTRG.8670	LOC409005	CG8237
MSTRG.8671	LOC724616	Nep5
MSTRG.8672	LOC724664	/
MSTRG.8673	LOC100578860	/
MSTRG.8674	LOC411315	Vsx2
MSTRG.8675	LOC409001	DAAM
MSTRG.8676	LOC100578664	CG6836
MSTRG.8677	LOC102655319	CG11409
MSTRG.8678	LOC100578699	fs(1)N
MSTRG.8679	LOC411316	Klp64D
MSTRG.868	/	/
MSTRG.8680	LOC102656114	/
MSTRG.8681	/	/
MSTRG.8682	LOC409000	dpr6
MSTRG.8683	LOC113218974	/
MSTRG.8684	LOC100579047	Cpr62Bb
MSTRG.8685	LOC100578774	Cep164
MSTRG.8686	LOC113219014	CG32040
MSTRG.8687	LOC107964994	CG14797
MSTRG.8688	LOC725302	H2.0
MSTRG.8689	LOC102654246	/
MSTRG.869	LOC100577296	Hus1-like
MSTRG.8690	/	/
MSTRG.8691	LOC726001	/
MSTRG.8692	/	/
MSTRG.8693	LOC726031	/
MSTRG.8694	LOC107964944	/
MSTRG.8695	LOC107964934	/
MSTRG.8696	LOC408996	norpA
MSTRG.8697	LOC725969	/
MSTRG.8698	CPR11	CG13377
MSTRG.8699	LOC113219026	CG34195
MSTRG.87	LOC100577848	/
MSTRG.870	LOC409734	Nup62
MSTRG.8700	LOC113219025	/
MSTRG.8701	LOC100576161	/
MSTRG.8702	/	/
MSTRG.8703	LOC102655429	/
MSTRG.8704	LOC102655476	/
MSTRG.8705	/	/
MSTRG.8706	LOC102653835	/
MSTRG.8707	/	/
MSTRG.8708	LOC100576192	/
MSTRG.8709	/	/
MSTRG.871	LOC100577140	Ugt302E1
MSTRG.8710	LOC102655512	/
MSTRG.8711	/	/
MSTRG.8712	/	/
MSTRG.8713	LOC102653932	/
MSTRG.8714	/	/
MSTRG.8715	/	/
MSTRG.8716	LOC102654053	/
MSTRG.8717	LOC725903	/
MSTRG.8718	/	/
MSTRG.8719	LOC102654158	/
MSTRG.872	LOC102656816	/
MSTRG.8720	/	/
MSTRG.8721	Dop3	Dop2R
MSTRG.8722	LOC102654507	dpr13
MSTRG.8723	LOC726106	dpr13
MSTRG.8724	LOC102654536	/
MSTRG.8725	LOC113218992	/
MSTRG.8726	LOC724178	CG42240
MSTRG.8727	/	/
MSTRG.8728	/	/
MSTRG.8729	LOC552803	CG34015
MSTRG.873	LOC102653642	/
MSTRG.8730	LOC411307	/
MSTRG.8731	LOC552798	CG30394
MSTRG.8732	LOC411503	HDAC1
MSTRG.8733	LOC409232	CG11658
MSTRG.8734	LOC725634	olf186-M
MSTRG.8735	LOC409231	CG5282
MSTRG.8736	/	/
MSTRG.8737	LOC411846	Nep2
MSTRG.8738	LOC411845	CG12608
MSTRG.8739	LOC725766	cact
MSTRG.874	LOC102653612	/
MSTRG.8740	LOC411306	Ip6k
MSTRG.8741	LOC552778	CG3430
MSTRG.8742	/	/
MSTRG.8743	LOC411305	TrpRS-m
MSTRG.8744	LOC411304	CG17221
MSTRG.8745	LOC552749	NKAIN
MSTRG.8746	/	/
MSTRG.8747	/	/
MSTRG.8748	/	/
MSTRG.8749	LOC408990	CG3894
MSTRG.875	LOC113219066	/
MSTRG.8750	nAChRb2	nAChRalpha6
MSTRG.8751	LOC408992	sif
MSTRG.8752	LOC107964955	Npc1a
MSTRG.8753	LOC408991	GLS
MSTRG.8754	/	GLS
MSTRG.8755	LOC409790	CG17271
MSTRG.8756	LOC552674	/
MSTRG.8757	nAChRa9	NtR
MSTRG.8758	LOC408989	CG1271
MSTRG.8759	LOC411822	Aldh-III
MSTRG.876	/	/
MSTRG.8760	LOC409357	CSN1b
MSTRG.8761	LOC726215	/
MSTRG.8762	/	/
MSTRG.8763	LOC552693	CG6495
MSTRG.8764	LOC102656338	Jra
MSTRG.8765	LOC102656274	/
MSTRG.8766	LOC102656282	/
MSTRG.8767	/	/
MSTRG.8768	LOC100576504	CG5756
MSTRG.8769	LOC411301	Dhc98D
MSTRG.877	LOC726223	sol
MSTRG.8770	/	/
MSTRG.8771	/	/
MSTRG.8772	LOC726361	Ufsp1
MSTRG.8773	LOC552643	/
MSTRG.8774	/	/
MSTRG.8775	LOC100576534	lola
MSTRG.8776	/	/
MSTRG.8777	LOC102655047	dwg
MSTRG.8778	LOC102654629	/
MSTRG.8779	LOC107964003	prg
MSTRG.878	/	/
MSTRG.8780	/	/
MSTRG.8781	/	/
MSTRG.8782	Mir3753	/
MSTRG.8783	LOC113218994	/
MSTRG.8784	/	/
MSTRG.8785	Mir9885	/
MSTRG.8786	/	/
MSTRG.8787	/	/
MSTRG.8788	Psq	psq
MSTRG.8789	LOC107964937	/
MSTRG.879	LOC551573	Ptpmeg
MSTRG.8790	/	/
MSTRG.8791	LOC552561	CG14142
MSTRG.8792	LOC102653654	HLH4C
MSTRG.8793	LOC107964982	/
MSTRG.8794	LOC100576167	Gr32a
MSTRG.8795	LOC411491	kin17
MSTRG.8796	LOC408988	/
MSTRG.8797	LOC411299	CG14232
MSTRG.8798	LOC411490	fdl
MSTRG.8799	LOC107964977	/
MSTRG.88	/	/
MSTRG.880	LOC551612	dre4
MSTRG.8800	LOC100576355	s-cup
MSTRG.8801	LOC552499	/
MSTRG.8802	LOC552487	CG2211
MSTRG.8803	LOC552546	Cad96Cb
MSTRG.8804	LOC552524	Naam
MSTRG.8805	LOC551093	Vha68-2
MSTRG.8806	LOC552514	CG11050
MSTRG.8807	LOC551264	Usf
MSTRG.8808	LOC409186	Vps39
MSTRG.8809	LOC410012	Wbp2
MSTRG.881	LOC725882	CG17127
MSTRG.8810	LOC409073	Ent3
MSTRG.8811	LOC409409	CG42366
MSTRG.8812	LOC412272	/
MSTRG.8813	LOC412815	FASN1
MSTRG.8814	LOC552384	CSN3
MSTRG.8815	LOC726765	CG16789
MSTRG.8816	LOC552359	/
MSTRG.8817	Nrk1	CG12016
MSTRG.8818	LOC408987	CG6739
MSTRG.8819	/	/
MSTRG.882	LOC100576131	pad
MSTRG.8820	/	/
MSTRG.8821	LOC411744	beta-Spec
MSTRG.8822	/	beta-Spec
MSTRG.8823	/	beta-Spec
MSTRG.8824	LOC113218986	Jafrac2
MSTRG.8825	/	/
MSTRG.8826	LOC102654795	/
MSTRG.8827	/	/
MSTRG.8828	LOC100578345	/
MSTRG.8829	/	/
MSTRG.883	/	/
MSTRG.8830	/	/
MSTRG.8831	/	/
MSTRG.8832	LOC100578798	/
MSTRG.8833	LOC100578770	/
MSTRG.8834	/	/
MSTRG.8835	Or115	Or13a
MSTRG.8836	/	/
MSTRG.8837	/	Or33c
MSTRG.8838	LOC100578732	/
MSTRG.8839	LOC408986	Prosalpha7
MSTRG.884	LOC551636	CG2061
MSTRG.8840	LOC408985	ninaE
MSTRG.8841	/	/
MSTRG.8842	/	/
MSTRG.8843	LOC411298	Ugt50B3
MSTRG.8844	/	/
MSTRG.8845	/	/
MSTRG.8846	LOC107964968	Ugt50B3
MSTRG.8847	LOC411297	InR
MSTRG.8848	/	/
MSTRG.8849	/	/
MSTRG.885	LOC102655714	spidey
MSTRG.8850	LOC726934	PLCXD
MSTRG.8851	LOC102656398	CG17572
MSTRG.8852	Lin-52	lin-52
MSTRG.8853	LOC107964972	/
MSTRG.8854	LOC113218990	/
MSTRG.8855	LOC113218997	/
MSTRG.8856	LOC411296	fkh
MSTRG.8857	LOC100577196	CG9795
MSTRG.8858	LOC411294	AANATL7
MSTRG.8859	LOC411293	CG6769
MSTRG.886	LOC409218	Argl
MSTRG.8860	LOC408983	Sec23
MSTRG.8861	LOC408982	elm
MSTRG.8862	LOC726721	CG8860
MSTRG.8863	LOC408981	Atf3
MSTRG.8864	LOC408980	AlkB
MSTRG.8865	LOC411295	Vha36-1
MSTRG.8866	LOC408979	eIF5
MSTRG.8867	LOC107965000	/
MSTRG.8868	/	/
MSTRG.8869	LOC100578597	ZAP3
MSTRG.887	LOC725225	NijB
MSTRG.8870	LOC412629	Bulli
MSTRG.8871	/	/
